NEU_E3	NEU_E3	NEU_E3	NEU_E4	NEU_E4	NEU_E4
MIR3607	0	0	0	2	0	0
MIR4280	0	0	0	0	0	0
RASA1	335	501	403	513	500	364
CCNH	249	226	257	198	257	243
TMEM161B	121	162	139	149	145	163
TMEM161B-AS1	19	39	28	22	25	17
LINC00461	0	66	1	5	4	1
MIR9-2	0	0	0	0	0	0
MEF2C	118	97	63	58	64	59
MIR3660	0	0	0	0	0	0
CETN3	69	118	69	79	100	64
MBLAC2	460	444	606	577	696	431
POLR3G	20	12	21	12	14	7
LYSMD3	90	121	96	113	138	122
GPR98	73	72	50	68	48	50
ARRDC3	1380	2492	2121	2537	2385	2319
ARRDC3-AS1	2	2	5	2	3	2
FLJ42709	11	157	17	52	30	21
NR2F1	4	1279	77	192	60	57
MIR548AO	0	0	0	0	0	0
FAM172A	501	566	476	594	580	562
MIR2277	0	0	0	0	0	0
POU5F2	0	0	0	0	0	0
KIAA0825	40	41	33	54	53	48
ANKRD32	27	91	27	60	60	37
MCTP1	65	52	55	95	96	77
FAM81B	0	0	0	0	0	0
TTC37	856	1040	807	1198	1053	1082
ARSK	87	98	93	110	123	132
GPR150	1	0	1	1	1	0
RFESD	4	6	3	5	6	6
SPATA9	0	0	1	0	1	3
RHOBTB3	264	653	428	511	491	626
GLRX	137	215	187	205	206	241
C5orf27	0	0	0	1	0	1
ELL2	23	48	38	44	34	47
MIR583	0	0	0	0	0	0
PCSK1	3493	884	1580	1292	1014	410
CAST	451	347	269	389	336	268
ERAP1	196	233	173	365	319	420
ERAP2	4	1	3	2	0	0
LNPEP	120	42	51	167	105	118
LIX1	36	45	42	30	29	67
RIOK2	146	234	184	176	231	214
RGMB	3790	2106	2512	2731	2680	2071
FLJ35946	1	0	1	2	3	2
CHD1	161	343	254	266	254	243
LOC100289230	14	14	7	9	9	8
LOC100133050	2	0	1	0	0	0
FAM174A	337	208	250	228	234	191
ST8SIA4	168	255	320	331	395	184
SLCO4C1	4	2	1	6	4	4
SLCO6A1	0	0	0	2	0	0
PAM	2897	1205	1381	1630	1636	755
GIN1	91	132	75	115	120	69
PPIP5K2	998	1151	1314	1534	1621	1190
C5orf30	397	483	627	569	670	650
NUDT12	154	165	163	203	221	148
RAB9BP1	0	0	0	0	0	0
EFNA5	222	336	238	272	223	304
FBXL17	623	523	657	701	724	527
HP07349	3	3	7	3	0	2
FER	78	43	32	97	39	49
PJA2	6792	5972	6597	7830	7713	6301
MAN2A1	58	84	31	69	39	69
LOC100289673	0	0	0	0	0	2
TMEM232	34	19	22	28	22	14
SLC25A46	728	565	643	801	761	512
TSLP	1	1	0	1	1	0
WDR36	290	262	252	304	290	268
CAMK4	206	99	88	206	123	140
STARD4	75	72	52	122	74	83
STARD4-AS1	0	2	4	3	1	5
NREP	2204	4904	3094	3740	3883	3972
NREP-AS1	0	0	0	0	0	0
EPB41L4A-AS1	314	223	221	225	212	261
SNORA13	0	0	2	1	2	0
EPB41L4A	120	381	167	298	199	141
FLJ11235	12	20	10	7	13	7
APC	2348	2858	3125	4345	4017	3632
SRP19	262	255	283	215	275	249
REEP5	3654	3480	4408	4153	5544	3708
DCP2	335	512	373	508	460	469
MCC	151	286	153	185	203	351
TSSK1B	0	0	0	0	0	0
YTHDC2	252	386	323	363	359	358
KCNN2	23	34	18	26	33	13
TRIM36	1129	1360	1422	1643	1887	1536
PGGT1B	53	54	37	61	45	36
CCDC112	462	878	772	754	810	717
FEM1C	227	284	248	300	312	302
TMED7-TICAM2	0	0	0	0	0	0
TICAM2	0	0	0	0	1	0
TMED7	768	847	779	879	867	821
CDO1	319	501	369	352	430	270
ATG12	884	772	804	928	980	763
AP3S1	571	657	628	650	758	537
AQPEP	3	5	3	6	2	4
ARL14EPL	0	0	1	0	0	0
COMMD10	53	71	64	63	58	68
SEMA6A	564	1072	930	1057	809	412
LOC728342	5	0	1	0	0	0
DTWD2	43	50	34	47	53	28
DMXL1	448	380	386	537	478	417
TNFAIP8	9	9	3	11	6	5
HSD17B4	651	741	642	783	722	693
FAM170A	0	0	0	0	0	0
PRR16	6	6	3	5	2	0
FTMT	0	0	0	0	0	0
SRFBP1	71	93	63	79	71	46
LOX	12	47	4	13	8	3
ZNF474	1	2	3	0	0	0
LOC100505841	0	0	0	0	0	0
SNCAIP	53	122	124	168	180	129
MGC32805	0	0	1	0	0	0
SNX2	369	446	422	412	491	390
SNX24	264	254	288	248	308	271
PPIC	23	19	19	23	21	14
PRDM6	0	3	2	7	7	4
CEP120	347	440	402	443	507	423
CSNK1G3	444	641	640	672	693	645
ZNF608	689	928	807	1247	869	768
GRAMD3	0	4	1	2	0	0
ALDH7A1	604	732	761	772	821	559
PHAX	508	681	727	652	822	670
C5orf48	0	0	0	1	0	0
LMNB1	97	520	277	270	242	303
MARCH3	18	46	68	56	59	23
C5orf63	14	16	16	28	45	13
MEGF10	3	19	5	6	4	5
PRRC1	245	470	295	394	368	358
CTXN3	57	148	184	209	230	102
FLJ33630	28	32	23	32	33	17
SLC12A2	270	297	261	346	311	269
FBN2	1	145	4	90	46	5
SLC27A6	24	12	12	15	8	8
ISOC1	262	353	402	354	459	314
MIR4633	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0
ADAMTS19	17	17	28	37	27	10
KIAA1024L	0	0	1	0	0	0
CHSY3	15	18	27	27	31	13
HINT1	1948	1747	2276	1605	2314	1804
LYRM7	463	345	333	425	430	329
CDC42SE2	576	596	716	596	718	564
RAPGEF6	507	672	482	871	672	698
FNIP1	289	355	337	415	371	301
ACSL6	915	664	718	976	990	747
IL3	0	0	0	0	0	0
CSF2	0	0	0	0	0	0
P4HA2	481	346	268	357	377	321
PDLIM4	128	135	55	57	73	96
SLC22A4	56	23	31	32	33	25
LOC553103	17	20	16	26	12	27
MIR3936	2	6	4	4	5	2
SLC22A5	61	59	51	59	62	61
C5orf56	7	7	7	15	7	11
IRF1	23	20	10	5	18	8
IL5	0	0	0	0	0	0
RAD50	436	476	432	639	582	450
IL13	0	0	0	2	0	1
IL4	0	0	0	0	0	0
KIF3A	2680	3074	3276	3728	4027	2876
CCNI2	3	3	1	3	1	0
SEPT8	703	664	537	669	650	465
SOWAHA	125	210	284	276	286	226
SHROOM1	124	117	106	131	110	98
GDF9	8	11	8	7	8	4
UQCRQ	758	539	717	505	750	556
LEAP2	1	2	0	0	0	1
AFF4	1051	1548	1300	1935	1491	1510
ZCCHC10	88	132	84	89	122	96
HSPA4	1908	2692	2371	2822	2730	2493
FSTL4	222	168	90	237	151	261
MIR1289-2	0	0	0	0	0	0
C5orf15	471	562	582	557	659	571
VDAC1	1967	1590	1818	1729	2117	1652
TCF7	23	51	27	32	33	32
SKP1	3232	3826	4174	3552	4518	3409
PPP2CA	2902	3232	3793	3291	3963	3001
MIR3661	1	5	0	1	0	0
CDKL3	51	60	46	56	30	30
UBE2B	458	552	518	504	602	511
CDKN2AIPNL	534	410	470	444	500	427
PHF15	195	99	98	134	133	108
SAR1B	590	629	783	669	843	514
SEC24A	405	491	481	559	489	473
CAMLG	569	714	761	671	830	808
DDX46	342	462	399	456	368	432
C5orf24	1228	1378	1314	1732	1803	1671
TXNDC15	1096	1019	998	1035	1084	846
PCBD2	88	75	62	89	84	95
MIR4461	0	0	0	1	0	0
CATSPER3	13	4	8	7	3	5
PITX1	4	3	1	5	1	4
LOC340073	0	0	0	0	0	0
H2AFY	1234	1513	1317	1174	1237	1194
C5orf20	0	0	0	0	0	0
TIFAB	0	0	0	0	0	0
NEUROG1	69	176	125	142	118	142
CXCL14	5	15	16	11	7	7
LOC340074	0	0	0	0	0	0
SLC25A48	0	0	0	0	0	0
IL9	0	0	0	0	0	0
FBXL21	22	14	12	14	9	5
LECT2	0	0	0	0	0	0
TGFBI	24	123	20	56	64	27
VTRNA2-1	0	0	0	0	0	0
SMAD5-AS1	0	1	2	0	2	3
SMAD5	197	377	293	330	350	290
LOC389332	15	14	9	13	7	11
TRPC7	59	26	38	40	38	10
SPOCK1	4371	2979	3387	5305	5530	5370
KLHL3	168	212	225	274	273	268
MIR874	0	0	0	0	0	0
HNRNPA0	1514	2305	2250	2078	2280	2443
NPY6R	9	3	3	3	4	2
MYOT	0	0	1	2	0	0
PKD2L2	0	0	0	0	0	0
FAM13B	476	870	1456	912	2044	991
WNT8A	0	0	2	2	0	1
NME5	93	82	122	88	126	80
BRD8	330	510	419	454	459	434
KIF20A	0	44	1	10	2	1
CDC23	249	314	260	290	250	291
GFRA3	19	39	43	49	106	144
CDC25C	2	14	3	2	5	1
FAM53C	367	546	526	552	557	620
KDM3B	748	1206	928	1219	1084	1262
REEP2	2079	1780	2197	2033	2517	2062
EGR1	110	163	172	198	199	47
ETF1	810	848	889	827	936	784
HSPA9	2915	2996	3133	2869	3056	2781
SNORD63	0	0	0	0	0	1
CTNNA1	1182	1568	827	1273	1136	1325
LRRTM2	649	430	403	593	576	514
SIL1	206	129	120	132	167	116
SNHG4	2	3	2	2	1	3
MATR3	5352	8181	9315	8262	10001	8197
SNORA74A	0	0	0	0	0	0
PAIP2	1603	1992	2086	1825	2260	1634
SLC23A1	0	0	0	0	0	0
MZB1	0	0	0	0	0	0
PROB1	20	21	13	24	19	20
SPATA24	14	12	12	20	17	15
DNAJC18	1176	1165	1082	1445	1291	1317
ECSCR	0	0	0	0	0	0
TMEM173	8	0	2	5	2	6
UBE2D2	1243	1448	1602	1436	1648	1549
CXXC5	1090	1081	987	1052	973	986
PSD2	996	1194	1294	1617	1433	1484
NRG2	105	98	135	132	124	108
PURA	177	152	121	139	128	113
IGIP	63	64	67	64	59	52
CYSTM1	483	265	409	289	377	485
PFDN1	603	575	630	543	665	582
HBEGF	573	374	488	457	498	348
SLC4A9	3	2	2	3	1	4
ANKHD1	21	37	27	29	39	25
ANKHD1-EIF4EBP3	0	0	0	1	0	0
EIF4EBP3	0	1	0	1	0	1
SRA1	411	324	356	286	312	300
APBB3	703	392	369	471	366	396
SLC35A4	364	363	364	314	381	321
CD14	3	3	3	2	0	5
TMCO6	53	43	38	40	29	30
NDUFA2	452	314	320	309	397	301
IK	523	767	633	701	634	607
MIR3655	0	0	0	0	0	0
WDR55	148	125	92	98	106	112
DND1	7	9	2	4	3	6
HARS	865	932	1118	925	1026	1074
HARS2	183	227	195	213	180	217
ZMAT2	418	794	741	715	850	788
VTRNA1-1	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0
VTRNA1-3	0	0	0	0	0	0
PCDHA1	0	0	4	5	8	10
PCDHA2	168	263	288	416	334	396
PCDHA3	4	7	2	10	14	5
PCDHA4	1010	743	757	1014	989	1095
PCDHA5	4	2	6	6	3	13
PCDHA6	21	16	19	97	103	105
PCDHA7	31	46	40	67	41	47
PCDHA8	9	6	3	3	5	5
PCDHA9	2	6	4	11	10	7
PCDHA10	143	164	160	281	257	257
PCDHA11	17	57	26	38	22	39
PCDHA12	193	147	134	267	237	175
PCDHA13	4	0	1	0	2	1
PCDHAC1	50	22	31	60	56	64
PCDHAC2	474	302	344	447	427	484
PCDHB1	2	2	5	4	1	2
PCDHB2	414	463	339	314	250	281
PCDHB3	198	296	301	359	333	331
PCDHB4	3	20	18	21	25	22
PCDHB5	165	273	269	489	480	477
PCDHB6	12	13	15	27	31	24
PCDHB17	5	15	22	24	29	28
PCDHB7	9	14	5	17	13	6
PCDHB8	31	27	27	23	24	31
PCDHB16	74	138	136	104	105	153
PCDHB9	15	32	25	33	36	34
PCDHB10	42	91	92	117	111	166
PCDHB11	9	25	6	70	58	81
PCDHB12	83	117	88	155	133	204
PCDHB13	25	23	24	59	49	49
PCDHB14	99	107	113	125	155	114
PCDHB18	8	7	14	42	50	58
PCDHB19P	7	5	9	40	16	19
PCDHB15	219	211	250	237	183	234
SLC25A2	0	0	1	0	0	0
TAF7	1102	1387	1327	1295	1414	1314
PCDHGA1	10	7	8	50	48	68
PCDHGA2	7	12	9	50	43	69
PCDHGA3	3	3	12	52	33	60
PCDHGB1	27	61	31	206	164	172
PCDHGA4	5	7	6	17	11	20
PCDHGB2	23	22	21	34	22	24
PCDHGA5	0	3	2	26	16	27
PCDHGB3	0	7	3	19	2	11
PCDHGA6	14	7	7	103	118	153
PCDHGA7	1	0	0	5	2	2
PCDHGB4	587	1174	1086	944	851	963
PCDHGA8	9	21	10	18	6	15
PCDHGB5	17	42	47	128	101	100
PCDHGA9	5	5	2	3	5	4
PCDHGB6	630	344	286	396	284	268
PCDHGA10	61	98	83	172	149	286
PCDHGB7	60	147	68	167	130	185
PCDHGA11	9	32	28	74	39	44
PCDHGB8P	0	0	0	0	0	1
PCDHGA12	0	1	0	0	0	0
PCDHGC3	38	108	19	35	28	24
PCDHGC4	338	453	372	641	498	491
PCDHGC5	2	7	3	4	3	7
DIAPH1	359	500	427	473	537	447
LOC100505658	0	0	0	0	1	1
HDAC3	350	340	287	318	289	341
RELL2	571	248	297	305	252	287
FCHSD1	130	95	71	104	85	136
ARAP3	25	27	13	30	12	19
PCDH1	1142	1265	1479	1746	2026	1669
LOC729080	0	0	0	0	0	0
KIAA0141	251	298	232	300	289	321
PCDH12	18	5	4	12	7	22
RNF14	1043	791	959	779	1056	805
GNPDA1	223	283	259	257	280	273
NDFIP1	7169	7431	8795	8437	10197	6785
SPRY4	672	387	473	513	546	562
FGF1	28	7	5	12	11	17
ARHGAP26	424	378	359	550	510	208
ARHGAP26-AS1	0	0	0	0	0	0
NR3C1	102	114	72	103	106	42
MIR5197	0	0	0	0	0	0
HMHB1	0	0	0	0	0	0
YIPF5	510	675	696	615	744	699
KCTD16	156	58	70	132	56	79
PRELID2	17	6	8	5	6	4
GRXCR2	0	0	0	0	0	0
SH3RF2	0	1	0	0	0	0
PLAC8L1	0	5	0	1	3	1
LARS	780	1074	839	993	966	839
RBM27	324	423	382	494	424	409
POU4F3	6	4	5	4	12	4
TCERG1	463	744	586	659	536	663
GPR151	2	0	1	1	0	1
PPP2R2B	1468	1525	2055	1990	2307	1962
PPP2R2B-IT1	0	0	1	0	0	0
STK32A	305	210	161	389	281	401
DPYSL3	18025	26223	28522	32940	34589	29928
JAKMIP2-AS1	0	9	0	0	0	0
JAKMIP2	798	1338	1329	1583	1428	1364
SPINK1	0	1	0	0	0	0
SCGB3A2	0	0	0	0	0	1
C5orf46	0	4	0	0	0	0
SPINK5	17	54	26	36	28	33
SPINK14	0	0	0	0	0	1
SPINK6	0	0	0	0	1	0
SPINK13	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0
SPINK9	0	0	1	0	0	0
FBXO38	334	383	353	421	404	382
HTR4	3	1	1	5	6	2
ADRB2	0	1	0	0	0	0
SH3TC2	1	6	5	4	4	2
ABLIM3	1288	1357	1517	1814	2046	1674
AFAP1L1	21	10	1	6	1	3
GRPEL2	484	479	461	511	505	449
PCYOX1L	354	335	386	389	367	318
IL17B	0	1	0	0	0	0
MIR143HG	0	0	0	0	1	0
MIR143	0	0	0	0	0	0
MIR145	0	0	0	0	0	0
CSNK1A1	1561	1666	1598	1674	1733	1735
ARHGEF37	49	17	17	24	34	7
PPARGC1B	189	104	125	158	128	136
PDE6A	0	0	0	0	0	1
SLC26A2	99	142	115	162	123	150
TIGD6	33	61	32	52	52	41
HMGXB3	456	429	432	433	430	449
CSF1R	3	0	0	2	1	0
PDGFRB	0	32	4	20	7	2
CDX1	0	0	0	0	1	0
SLC6A7	84	148	156	208	194	111
CAMK2A	393	523	704	796	681	624
ARSI	0	2	0	0	0	0
TCOF1	484	620	521	563	548	521
CD74	34	41	39	39	49	42
RPS14	1807	2038	1742	1600	1865	1870
NDST1	1271	1354	1491	1719	1588	1633
SYNPO	326	133	135	180	164	175
MYOZ3	20	21	13	21	8	6
RBM22	444	579	585	525	643	605
DCTN4	1118	1413	1286	1437	1493	1507
SMIM3	31	47	25	27	18	22
IRGM	0	0	0	0	0	0
ZNF300	47	122	100	45	56	70
ZNF300P1	0	2	0	0	0	0
GPX3	537	393	556	427	614	300
TNIP1	430	294	224	211	237	204
ANXA6	2782	796	875	955	1305	1775
CCDC69	1	9	6	4	3	3
GM2A	333	237	178	215	211	179
SLC36A3	0	0	0	0	0	0
SLC36A2	0	0	0	0	0	0
SLC36A1	368	263	270	471	439	308
FAT2	5	5	4	8	11	3
SPARC	709	3260	621	1371	915	507
ATOX1	513	583	789	569	790	622
G3BP1	297	517	331	373	420	471
GLRA1	9	9	15	23	8	4
NMUR2	0	0	0	0	0	2
GRIA1	1179	618	750	1037	836	485
FAM114A2	119	174	161	142	183	132
MFAP3	652	914	1014	1047	1186	847
GALNT10	89	107	129	113	138	188
FLJ38109	0	0	0	0	0	0
SAP30L	172	227	168	207	213	263
HAND1	1	0	1	1	2	1
MIR3141	0	0	0	0	0	0
LARP1	4610	3752	4151	4976	4602	4423
C5orf4	7	14	2	5	8	2
CNOT8	494	717	709	693	825	747
GEMIN5	226	263	261	341	326	286
MRPL22	247	202	170	221	230	187
KIF4B	0	0	0	1	0	0
SGCD	105	71	76	167	128	93
PPP1R2P3	3	1	6	1	4	4
TIMD4	0	2	0	0	0	0
HAVCR1	0	1	2	1	0	0
HAVCR2	0	1	4	2	2	1
MED7	133	129	150	143	163	158
FAM71B	0	0	0	0	0	0
ITK	3	0	0	0	0	2
CYFIP2	3887	4037	4730	5465	5132	5217
FNDC9	41	16	17	14	23	26
NIPAL4	2	1	1	1	1	0
ADAM19	392	460	458	671	645	717
SOX30	0	4	5	2	5	4
C5orf52	1	2	2	2	1	0
THG1L	49	65	54	55	59	47
LSM11	602	524	588	967	784	647
CLINT1	377	540	483	518	523	491
EBF1	369	565	338	410	444	849
RNF145	1042	1173	1455	1340	1600	1493
UBLCP1	470	530	536	506	559	496
IL12B	0	0	0	1	0	0
LOC285626	0	0	0	0	0	1
LOC285627	0	0	0	0	0	1
ADRA1B	266	124	175	175	127	35
TTC1	684	661	705	513	700	543
PWWP2A	247	407	483	483	464	450
FABP6	67	87	117	90	111	90
CCNJL	67	109	87	99	103	163
C1QTNF2	2	6	6	15	7	11
C5orf54	130	155	130	166	186	124
SLU7	423	643	545	545	519	472
PTTG1	9	49	28	11	8	8
MIR3142	0	0	0	0	0	0
MIR146A	0	0	0	0	0	0
ATP10B	0	0	0	2	2	0
LOC285629	0	0	0	0	0	0
GABRB2	161	179	318	280	279	63
GABRA6	0	2	0	0	0	0
GABRA1	15	14	31	12	27	4
GABRG2	967	791	1282	1318	1530	699
CCNG1	538	857	738	805	829	590
NUDCD2	120	135	120	130	116	117
HMMR	6	46	12	9	11	7
MAT2B	190	197	167	172	195	130
TENM2	704	553	782	1058	718	457
WWC1	220	194	179	215	212	131
RARS	488	635	667	521	605	540
FBLL1	626	608	755	630	715	700
PANK3	422	662	456	950	612	460
MIR103A1	0	0	0	0	0	0
MIR103B1	0	0	0	0	0	0
SLIT3	1160	437	475	725	589	225
MIR218-2	0	0	0	0	0	2
MIR585	0	0	0	0	0	0
SPDL1	98	115	78	91	98	80
DOCK2	3	2	5	4	0	1
FAM196B	78	40	38	82	50	57
MIR378E	0	0	0	0	0	0
FOXI1	0	0	0	0	0	0
C5orf58	0	0	0	0	0	0
LCP2	1	2	1	0	0	0
LOC257358	0	0	0	1	0	0
KCNIP1	676	620	716	920	866	682
KCNMB1	0	8	0	8	2	0
GABRP	0	0	0	4	3	3
RANBP17	99	137	130	168	151	163
TLX3	26	47	31	35	103	283
MIR3912	0	0	0	0	0	0
NPM1	612	1072	797	811	887	830
FGF18	51	89	141	98	164	189
FBXW11	1017	1272	1368	1472	1486	1523
STK10	104	111	87	100	101	110
EFCAB9	0	1	0	0	1	0
UBTD2	342	774	614	700	720	855
SH3PXD2B	765	1025	850	1226	1037	1412
NEURL1B	150	284	282	361	328	382
DUSP1	249	287	291	268	277	342
ERGIC1	802	1177	1166	1305	1211	1174
LOC100268168	16	13	11	17	13	9
RPL26L1	132	150	101	104	118	86
ATP6V0E1	167	215	192	136	182	256
SNORA74B	0	0	0	0	0	0
CREBRF	72	135	108	138	124	118
BNIP1	129	101	94	99	107	95
NKX2-5	0	2	0	3	0	0
STC2	284	119	50	92	70	49
LOC285593	0	0	0	0	0	0
BOD1	412	545	417	439	397	440
CPEB4	1395	1695	1661	2361	2131	2041
C5orf47	2	0	1	0	4	0
HMP19	8019	9227	11113	11567	13108	8631
MSX2	0	2	0	0	0	0
MIR4634	0	0	0	0	0	0
FLJ16171	0	0	0	0	0	0
DRD1	17	6	6	7	7	0
SFXN1	1261	1051	1125	1171	1325	1038
HRH2	5	16	15	18	8	19
CPLX2	3138	2386	2027	2787	2408	2283
THOC3	50	36	45	48	42	42
FAM153B	0	0	0	0	0	0
LOC100507387	0	1	1	0	0	1
LOC643201	2	9	4	1	4	7
SIMC1	244	289	289	276	274	253
KIAA1191	1796	1825	1757	2012	2068	2133
ARL10	210	114	126	301	172	169
NOP16	100	83	95	62	91	69
HIGD2A	423	381	449	331	442	426
CLTB	1577	1361	1631	1474	1675	1360
FAF2	818	787	820	784	875	819
RNF44	678	942	888	1053	1030	1059
CDHR2	20	17	23	32	21	13
GPRIN1	1359	1442	1677	1849	1864	1905
SNCB	2232	1178	1402	1531	1630	1053
MIR4281	0	0	0	0	0	0
EIF4E1B	13	14	10	17	10	5
TSPAN17	1057	936	975	954	1045	1035
UNC5A	356	279	272	377	309	171
HK3	0	0	0	0	0	1
UIMC1	154	192	206	194	192	180
ZNF346	257	222	194	275	242	204
FGFR4	14	23	10	28	8	16
NSD1	773	882	764	1141	1099	972
RAB24	327	263	252	292	202	269
PRELID1	294	314	383	271	353	315
MXD3	21	35	6	6	2	8
LMAN2	632	573	593	571	623	560
RGS14	45	31	21	42	19	31
SLC34A1	0	0	0	0	0	0
PFN3	0	0	0	0	0	0
F12	150	90	93	105	145	58
GRK6	425	373	398	387	378	392
PRR7-AS1	1	0	0	0	0	0
PRR7	209	197	235	212	236	156
DBN1	1983	3554	2877	3109	3121	3266
PDLIM7	160	321	205	198	214	202
DOK3	78	47	38	69	67	28
DDX41	676	481	478	487	531	468
FAM193B	349	442	352	373	352	372
TMED9	964	839	881	779	837	824
B4GALT7	182	138	153	138	140	184
LOC202181	59	52	29	94	45	45
FAM153A	0	0	0	0	0	0
LOC728554	37	33	35	28	23	34
PROP1	0	0	0	0	0	0
FAM153C	0	0	0	0	0	0
N4BP3	526	345	329	422	423	304
RMND5B	238	233	218	236	184	211
NHP2	356	324	296	278	313	297
GMCL1P1	4	7	7	8	7	6
HNRNPAB	640	1234	1150	959	1074	1284
AGXT2L2	27	34	22	28	18	24
COL23A1	17	5	8	11	9	5
CLK4	75	95	95	89	106	81
ZNF354A	98	131	85	118	105	102
AACSP1	3	5	6	4	3	1
ZNF354B	29	37	33	36	34	28
ZFP2	45	53	44	47	58	33
ZNF454	37	46	37	80	60	48
GRM6	1	0	0	0	1	0
ZNF879	40	61	81	66	96	85
ZNF354C	92	100	81	175	127	115
ADAMTS2	139	158	102	161	133	152
RUFY1	176	224	174	174	235	210
HNRNPH1	1267	2612	2279	2107	2075	2449
C5orf60	1	1	0	0	1	1
CBY3	2	3	1	1	2	1
CANX	7500	7981	7532	8681	8635	7574
MAML1	168	246	182	262	182	206
LTC4S	4	3	4	5	3	1
MGAT4B	1199	895	991	1042	1214	1105
MIR1229	0	0	0	0	0	0
SQSTM1	1042	978	1146	904	1190	787
C5orf45	163	175	184	178	150	133
TBC1D9B	1956	1225	1345	1672	1614	1777
RNF130	270	290	196	267	227	260
MIR340	0	0	0	0	0	0
RASGEF1C	191	184	218	176	258	254
MAPK9	1783	1354	1711	1951	1781	1467
GFPT2	43	102	60	67	62	44
CNOT6	297	801	632	730	798	766
SCGB3A1	0	0	1	0	0	0
FLT4	23	28	24	17	21	16
OR2Y1	0	0	0	0	0	0
MGAT1	413	410	372	423	405	421
HEIH	154	142	166	145	176	197
LINC00847	141	165	123	160	136	140
ZFP62	139	275	154	208	207	197
BTNL8	0	0	0	1	1	0
BTNL3	0	0	1	0	1	1
BTNL9	304	412	321	454	273	260
OR2V1	0	0	0	0	0	1
OR2V2	0	0	0	0	0	0
TRIM7	51	40	17	24	26	22
MIR4638	0	0	0	0	0	0
TRIM41	377	379	343	391	366	316
GNB2L1	4410	6098	5157	5153	5285	6652
SNORD96A	1	1	1	0	0	1
SNORD95	0	0	0	1	0	2
TRIM52	80	82	73	100	69	56
DUSP22	160	177	167	183	187	191
IRF4	3	3	5	4	2	4
EXOC2	877	1042	1109	1308	1352	1314
HUS1B	1	0	1	2	0	3
LOC285768	0	0	0	0	0	0
FOXQ1	2	1	1	1	0	0
FOXF2	0	10	3	5	0	1
FOXC1	0	16	1	9	4	2
GMDS	265	177	244	191	266	245
LOC100508120	17	17	4	20	16	17
C6orf195	2	1	2	1	1	2
MYLK4	26	55	51	49	75	39
WRNIP1	611	645	731	658	643	553
SERPINB1	101	38	39	57	63	45
MIR4645	0	0	0	0	0	0
MGC39372	15	7	8	9	26	9
SERPINB9	963	962	1176	1319	1359	1406
SERPINB6	161	190	108	142	155	136
DKFZP686I15217	46	38	57	58	53	43
NQO2	274	232	301	239	290	218
HTATSF1P2	4	30	15	18	21	20
RIPK1	85	117	89	106	105	110
BPHL	252	210	277	232	294	277
TUBB2A	5942	5474	6561	6618	8161	6515
LOC100507194	28	52	38	34	42	25
TUBB2B	5066	7946	8669	8093	10523	9841
PSMG4	130	92	119	80	97	65
SLC22A23	969	958	1287	1294	1332	804
PXDC1	88	87	87	87	61	54
FAM50B	33	23	29	45	51	40
PRPF4B	335	521	410	513	470	404
FAM217A	0	0	0	1	1	4
C6orf201	0	0	0	0	0	0
ECI2	145	158	128	126	176	95
CDYL	54	96	76	95	64	73
RPP40	89	56	71	63	87	56
PPP1R3G	3	0	0	0	2	0
LYRM4	273	242	248	285	254	218
MIR3691	0	0	0	0	0	0
FARS2	80	112	80	96	83	83
NRN1	3161	1647	2018	2069	2121	1078
F13A1	0	0	0	0	1	0
LY86-AS1	0	0	0	0	0	0
LY86	0	0	0	0	0	0
RREB1	1	36	6	14	4	3
SSR1	1019	1251	1179	1403	1452	1182
CAGE1	3	0	2	0	1	1
RIOK1	336	337	389	311	357	311
DSP	110	94	40	82	69	27
SNRNP48	106	170	138	183	167	126
BMP6	10	23	20	31	24	7
BLOC1S5-TXNDC5	0	0	0	0	0	0
TXNDC5	12	15	10	14	10	9
PIP5K1P1	0	0	0	0	0	0
BLOC1S5	0	0	0	0	0	0
EEF1E1-MUTED	0	0	0	0	0	0
EEF1E1	162	113	186	128	192	91
SCARNA27	1	0	0	1	1	0
SLC35B3	118	132	102	107	126	74
LOC100506207	45	37	32	43	39	21
HULC	0	0	0	1	0	0
TFAP2A	41	151	326	102	132	58
LOC100130275	0	4	4	1	1	1
LINC00518	1	0	0	0	0	0
MIR5689	0	0	0	0	0	0
GCNT2	179	243	176	233	235	205
C6orf52	17	20	16	13	17	8
PAK1IP1	215	193	200	208	193	169
TMEM14C	610	583	529	488	561	491
TMEM14B	324	232	270	220	264	186
MAK	1	0	1	1	0	0
GCM2	1	1	0	0	0	0
SYCP2L	18	22	9	17	9	7
ELOVL2	146	372	336	429	342	285
ELOVL2-AS1	14	22	23	35	19	24
SMIM13	1492	1388	1708	1933	2059	1665
ERVFRD-1	0	0	0	0	0	0
NEDD9	8	27	5	6	7	1
TMEM170B	867	1020	1225	1397	1307	913
ADTRP	2	0	0	3	0	2
HIVEP1	427	525	473	828	750	435
EDN1	4	24	17	21	11	4
PHACTR1	331	307	284	480	398	373
LOC100130357	8	2	5	8	1	4
TBC1D7	236	191	227	193	212	177
GFOD1	262	159	198	310	183	208
SIRT5	153	137	104	147	124	111
NOL7	394	445	449	369	423	376
RANBP9	897	1162	1408	1234	1433	1193
CCDC90A	764	697	833	848	965	693
RNF182	131	178	249	208	234	239
