MIC_E3	MIC_E3	MIC_E3	MIC_E3	MIC_E4	MIC_E4	MIC_E4	MIC_E4
MIR590	5	4	0	4	2	1	8	6
LAT2	3151	1909	2324	2486	2219	2465	2468	3936
RFC2	1085	824	897	928	945	608	603	704
CLIP2	2218	1760	1994	2105	1366	1907	2651	2783
GTF2IRD1	399	603	585	498	371	268	412	400
GTF2I	1633	1700	1889	2204	558	1654	1747	1861
NCF1	3563	1121	1465	5443	1473	1586	2353	4345
GTF2IRD2	21	46	35	21	15	8	10	32
STAG3L2	85	71	67	88	30	73	88	93
PMS2P5	17	29	22	26	24	28	13	21
GATSL1	0	0	0	0	0	0	0	0
WBSCR16	787	713	713	740	638	674	631	725
GTF2IRD2B	37	59	32	32	38	26	9	24
NCF1C	4611	1333	1612	6667	1945	2016	2640	4999
GATSL2	7	19	10	14	0	5	6	4
STAG3L1	9	6	6	9	5	5	6	18
TRIM73	0	0	0	0	0	0	0	0
TRIM74	0	0	0	0	0	0	0	0
NSUN5P1	24	43	28	65	27	15	37	43
POM121C	950	921	967	937	440	816	864	1015
SPDYE5	0	0	0	0	0	0	0	0
PMS2P3	24	28	29	40	6	27	25	34
HIP1	736	655	830	708	229	615	1862	2448
CCL26	3	4	2	1	3	0	0	0
CCL24	4	0	1	3	0	1	18	3
RHBDD2	1674	2096	2051	1376	1973	1483	1502	1823
POR	2028	2002	1848	1563	2146	1978	2394	2054
MIR4651	0	1	2	0	0	0	0	1
SNORA14A	0	1	0	0	0	0	0	0
TMEM120A	625	517	463	607	515	439	537	597
STYXL1	472	428	479	474	499	445	512	514
MDH2	4199	4097	4192	3852	5101	3514	3780	3752
SRRM3	13	51	78	21	23	7	1	0
HSPB1	5230	5957	5138	6870	5837	2742	5375	5968
YWHAG	11625	9259	11272	12246	5784	11457	11503	11337
SRCRB4D	19	23	19	27	31	22	7	17
ZP3	18	13	13	7	36	9	9	1
DTX2	1013	631	600	793	894	769	989	1008
FDPSL2A	1	0	0	0	0	1	0	0
UPK3B	28	16	5	62	21	17	43	11
LOC100133091	14	17	17	12	18	17	11	15
POMZP3	268	282	289	219	280	190	199	137
DTX2P1-UPK3BP1-PMS2P11	41	21	15	28	18	19	34	23
LOC100132832	7	8	3	6	3	5	8	4
CCDC146	90	70	79	61	108	161	180	189
FGL2	1520	768	1222	1334	1207	3614	3903	5621
PION	993	415	522	997	389	763	1019	983
PTPN12	4070	1826	2318	3912	1597	3378	3432	3834
RSBN1L-AS1	65	69	58	54	72	35	41	31
RSBN1L	567	509	499	601	271	511	538	566
TMEM60	628	472	448	501	618	535	486	445
PHTF2	1592	1341	1613	1927	760	1383	1187	1245
MAGI2	98	158	155	85	48	39	23	39
RPL13AP17	0	0	0	0	0	0	0	0
MIR548AU	0	0	0	0	0	0	0	0
MAGI2-AS2	0	0	0	0	0	0	0	0
MAGI2-AS3	458	614	597	566	217	200	206	237
MIR548M	0	0	0	0	0	0	0	0
GNAI1	784	1117	1047	943	515	464	167	121
GNAT3	0	0	0	0	0	0	0	0
CD36	7608	8815	11527	8620	9247	18964	29176	23819
SEMA3C	624	817	1097	1330	489	287	35	5
HGF	112	220	134	181	89	56	55	64
CACNA2D1	141	310	346	245	35	19	7	0
PCLO	97	74	134	174	44	158	109	101
SEMA3E	18	20	48	60	20	49	4	0
SEMA3A	1810	1211	1412	1706	838	1378	523	529
SEMA3D	170	186	227	89	41	82	0	0
GRM3	0	1	24	0	5	0	0	0
KIAA1324L	154	166	290	168	90	135	82	104
DMTF1	389	298	380	566	152	331	470	584
TMEM243	394	454	421	403	473	408	363	241
TP53TG1	192	194	167	150	289	142	151	118
CROT	436	335	291	322	261	312	364	324
ABCB4	128	87	120	244	67	413	343	534
ABCB1	8	1	13	2	3	8	30	12
RUNDC3B	1	3	29	0	0	1	0	0
SLC25A40	1416	795	971	1434	605	1182	1017	1221
DBF4	458	283	370	378	196	256	199	193
ADAM22	45	60	134	32	14	15	1	2
SRI	2295	1563	1662	1831	2202	1901	1345	1029
STEAP4	69	36	25	60	34	16	1	2
ZNF804B	0	0	0	0	0	0	0	0
C7orf62	0	0	0	0	0	0	0	0
DPY19L2P4	0	0	1	0	0	0	0	0
STEAP1	3	10	17	4	4	0	1	0
STEAP2	2	14	46	3	7	1	0	0
C7orf63	7	13	7	14	1	4	3	4
GTPBP10	460	468	480	472	358	538	442	473
CLDN12	380	462	416	506	259	354	415	355
CDK14	775	782	1035	899	318	590	182	248
FZD1	1073	1459	1242	927	654	506	330	379
MTERF	213	171	214	214	160	209	207	177
AKAP9	1889	1062	1387	2445	475	1394	1558	1822
CYP51A1	4443	3761	4717	2918	3325	6915	6216	5002
LRRD1	0	1	0	1	0	0	0	0
KRIT1	673	485	564	776	261	485	744	778
ANKIB1	1452	1415	1648	1606	570	1172	1386	1425
GATAD1	1569	1081	1089	1400	963	1261	1398	1468
PEX1	399	310	379	413	197	314	394	397
RBM48	249	183	260	231	190	206	236	252
MGC16142	0	0	6	1	4	3	11	12
FAM133B	14	10	17	10	9	11	6	17
FAM133DP	0	0	0	0	0	0	0	0
CDK6	3887	2568	3442	4356	1403	4357	2677	2165
SAMD9	538	440	503	654	151	471	444	642
SAMD9L	603	394	388	754	215	484	475	585
HEPACAM2	0	0	3	0	0	0	0	0
CCDC132	1312	724	954	1204	809	1281	1311	1211
CALCR	23	20	15	37	25	48	66	108
MIR653	0	0	0	0	0	0	0	0
MIR489	0	0	0	0	0	0	0	0
MIR4652	0	0	0	0	0	0	0	0
TFPI2	820	956	827	764	166	38	51	0
GNGT1	0	0	0	0	0	0	0	0
GNG11	353	658	705	389	384	237	298	300
BET1	512	625	703	716	667	558	466	449
COL1A2	147487	554802	393722	230609	115217	33370	4653	2035
CASD1	808	634	695	695	403	765	696	604
SGCE	260	550	473	286	301	98	8	9
PEG10	1476	4511	5846	2861	675	528	57	1
PPP1R9A	41	50	126	50	25	6	1	0
PON1	0	1	0	1	0	0	0	0
PON3	0	0	0	0	0	0	0	0
PON2	1213	1139	1376	1715	1056	977	988	1016
ASB4	5	6	6	0	0	2	0	0
PDK4	5038	3420	4574	5644	2232	9106	19262	28020
DYNC1I1	25	44	64	76	35	45	19	32
SLC25A13	1326	906	1073	1272	845	1108	974	897
MIR591	0	0	0	0	0	0	0	0
C7orf76	0	0	0	0	0	0	0	0
LOC100506136	0	1	4	0	0	0	1	0
SHFM1	651	745	749	593	975	573	585	538
DLX6-AS1	1	0	0	0	0	0	0	0
DLX6	0	0	1	1	0	0	0	0
DLX5	2	1	1	1	0	0	0	0
ACN9	198	161	221	203	239	179	162	138
TAC1	2	12	30	1	11	5	0	0
ASNS	641	2076	1746	274	816	233	64	24
MGC72080	256	185	156	251	211	163	181	214
OCM2	0	0	0	0	0	0	0	0
LMTK2	524	512	673	655	188	418	441	514
BHLHA15	0	0	3	1	0	0	0	0
TECPR1	1961	1106	1069	1355	1113	1053	1339	1355
BRI3	13589	8379	8841	10394	16206	12538	10573	11756
BAIAP2L1	20	75	64	62	12	3	1	0
NPTX2	84	213	431	19	40	46	1	6
TMEM130	18	185	167	30	24	15	0	0
TRRAP	3054	2816	3538	3567	919	2854	3319	3505
MIR3609	0	0	0	0	0	0	0	0
SMURF1	1143	1025	1147	1069	563	1009	1118	1112
KPNA7	0	1	0	0	0	0	0	0
MYH16	2	0	0	0	0	0	0	0
ARPC1A	2599	2817	2638	2215	2781	1678	1848	1733
ARPC1B	30801	17327	17183	23390	27480	20712	23434	22100
PDAP1	1736	1717	1893	1691	1643	1251	1564	1443
BUD31	1427	1449	1509	1227	1863	1300	1232	1190
PTCD1	8	10	12	9	5	10	14	12
ATP5J2-PTCD1	0	0	0	0	0	0	0	0
CPSF4	721	597	576	600	622	568	518	575
ATP5J2	1594	1547	1650	2416	2223	1821	2139	2406
ZNF789	193	92	89	177	59	96	143	139
ZNF394	619	428	414	468	483	559	543	690
ZKSCAN5	514	461	540	487	243	397	429	498
FAM200A	228	171	214	225	162	260	214	211
ZNF655	1374	1120	1239	1490	867	1273	1448	1415
LOC100289187	5	11	18	1	3	1	1	0
ZSCAN25	437	454	467	470	288	401	385	447
CYP3A5	0	0	2	0	0	4	0	0
CYP3A7-CYP3AP1	0	0	0	0	0	0	0	0
CYP3A7	0	0	1	0	0	0	0	0
CYP3A4	0	0	0	0	0	0	0	0
CYP3A43	0	0	0	0	0	0	0	0
OR2AE1	0	1	0	0	0	0	0	0
TRIM4	739	703	669	693	715	886	678	556
GJC3	0	0	0	0	0	0	0	0
AZGP1	0	0	0	0	0	0	0	0
AZGP1P1	0	0	0	0	0	0	0	0
ZKSCAN1	1132	1231	1511	1448	259	1207	1310	1417
ZSCAN21	173	184	191	174	148	160	161	197
ZNF3	404	466	586	449	394	371	358	436
COPS6	1714	1790	1837	1944	1813	1484	1601	1981
MCM7	2916	2516	2443	2526	1613	480	418	399
MIR25	0	1	2	7	5	0	2	4
MIR93	1	0	0	3	0	0	0	0
MIR106B	0	0	0	0	1	0	0	0
AP4M1	309	341	262	289	276	230	210	219
TAF6	1207	1338	1253	1315	800	691	957	984
CNPY4	275	475	387	379	235	130	172	188
MBLAC1	42	39	47	40	51	39	28	73
LAMTOR4	1602	1389	1214	1301	2898	1483	1403	1471
C7orf43	741	454	500	681	541	387	491	625
MIR4658	1	1	1	0	0	0	1	0
GAL3ST4	1070	739	1464	2052	1099	448	552	1349
GPC2	17	20	98	18	8	3	0	0
STAG3	292	169	250	316	365	445	442	354
GATS	164	227	267	154	141	122	157	126
PVRIG	6	2	0	4	3	1	8	9
SPDYE3	0	0	0	0	0	1	0	0
PMS2P1	158	150	178	154	155	114	121	156
PILRB	207	182	150	219	92	112	262	223
PILRA	7185	2548	2831	4213	5226	5022	5356	7804
ZCWPW1	106	80	88	109	59	82	87	83
MEPCE	1453	1282	1163	1092	1188	1018	1006	1049
PPP1R35	165	132	122	167	194	86	143	143
C7orf61	4	1	1	6	1	4	2	2
TSC22D4	1773	1740	1662	1557	2043	1418	1726	1705
NYAP1	9	30	43	5	11	5	1	0
AGFG2	172	226	168	162	174	85	137	94
SAP25	40	21	22	51	20	20	38	28
LRCH4	1418	1019	1022	1428	929	892	1324	1319
FBXO24	10	3	10	10	7	10	8	11
PCOLCE-AS1	1	9	7	7	6	0	0	0
PCOLCE	1793	6860	4297	1723	2550	482	62	15
MOSPD3	477	448	446	364	540	291	415	438
TFR2	20	10	8	9	11	5	8	19
ACTL6B	2	4	36	3	3	0	0	0
GNB2	5754	5192	5099	4647	5794	4125	5141	5378
GIGYF1	1376	1281	1181	1309	769	902	1343	1395
POP7	437	469	452	458	544	271	317	284
EPO	0	0	0	0	0	0	0	0
ZAN	0	0	0	0	0	0	0	0
EPHB4	441	1346	1075	640	479	142	23	0
SLC12A9	1427	1215	1087	1148	1427	931	1305	1303
TRIP6	648	926	729	699	787	323	476	526
SRRT	2312	1796	1955	2201	1768	1458	1838	1983
UFSP1	38	35	28	16	30	22	13	19
ACHE	17	44	40	11	25	2	0	2
MUC12	3	3	1	0	2	0	0	0
MUC17	0	0	8	0	0	0	0	0
TRIM56	462	300	318	477	153	259	341	459
SERPINE1	1521	995	964	1333	1455	477	163	26
AP1S1	1128	1011	979	974	1003	886	861	805
MIR4653	1	0	0	1	0	2	2	0
VGF	40	46	139	4	20	2	2	0
NAT16	0	0	3	0	2	0	0	0
MOGAT3	0	0	0	0	0	0	0	0
PLOD3	3863	3657	3021	3227	3507	2575	2831	2772
ZNHIT1	1471	1460	1431	1641	2075	1256	1314	1479
CLDN15	46	47	44	48	29	11	34	21
FIS1	1853	1804	1652	1652	2449	1680	1802	1787
RABL5	323	489	529	317	353	168	167	157
COL26A1	110	397	473	34	478	441	1	0
MYL10	0	3	8	8	0	0	0	0
CUX1	3741	4543	4233	5030	1996	3137	3490	3970
SH2B2	81	71	70	63	100	44	75	74
MIR4285	0	0	0	0	0	0	0	0
SPDYE6	0	0	0	0	0	0	0	0
LOC100289561	6	6	4	3	13	6	1	1
LOC100630923	10	8	9	8	3	6	0	4
PRKRIP1	59	47	38	81	39	48	47	67
ORAI2	2141	2183	2152	1824	1161	1361	961	1157
ALKBH4	284	319	285	251	369	203	250	274
LRWD1	364	298	284	346	260	172	244	254
MIR5090	0	0	0	0	0	0	0	0
MIR4467	0	0	1	0	0	0	0	0
POLR2J	659	706	762	584	943	659	723	871
POLR2J3	24	44	46	39	25	28	35	21
SPDYE2	0	0	0	0	0	0	0	0
SPDYE2L	0	0	0	0	0	0	0	0
RASA4	1421	976	972	1061	975	1020	1266	1335
POLR2J2	2	2	2	5	0	6	4	5
UPK3BL	10	15	6	18	15	12	18	15
FAM185A	61	73	98	96	65	87	82	90
FBXL13	2	19	16	11	2	5	0	1
LRRC17	548	2462	2546	304	789	159	6	3
ARMC10	686	536	587	539	560	615	561	499
NAPEPLD	202	189	209	297	78	164	179	176
RPL19P12	1	4	4	2	2	0	3	0
DPY19L2P2	7	12	18	4	9	2	1	3
PMPCB	1247	1154	1268	1283	1023	1159	1066	1275
DNAJC2	602	543	559	576	354	470	446	402
PSMC2	3880	3235	3614	3456	3718	3740	3129	3161
SLC26A5	0	0	0	0	0	0	0	0
RELN	80	62	227	7	8	6	2	0
ORC5	539	439	525	547	221	291	448	470
LHFPL3	2	7	43	0	3	0	0	0
LHFPL3-AS1	0	2	1	0	0	0	0	0
LHFPL3-AS2	0	2	1	0	0	0	0	0
LOC100216546	27	25	28	88	12	21	74	52
LOC100216545	14	35	25	30	38	24	16	16
MLL5	2492	2176	2618	3153	615	2674	3374	3708
SRPK2	1191	1171	1364	1421	593	1069	1490	1667
PUS7	345	318	362	352	179	304	282	247
RINT1	551	520	573	658	358	480	426	444
EFCAB10	6	2	4	0	2	13	0	0
ATXN7L1	400	276	350	424	168	334	477	584
CDHR3	1	5	20	0	4	0	0	0
SYPL1	2868	2325	2378	2692	2369	2855	2485	2511
NAMPT	3592	1360	1564	1491	1364	2326	1663	2036
CCDC71L	673	552	563	568	627	472	416	438
PIK3CG	2197	1814	2115	2082	535	2281	2323	2507
PRKAR2B	63	71	178	76	58	71	117	91
HBP1	2255	2005	2065	2367	1509	2764	2399	2804
COG5	1286	1193	1290	1417	700	1299	1472	1439
GPR22	0	0	0	0	0	0	0	0
DUS4L	143	109	120	127	101	128	100	117
BCAP29	1636	1150	1322	1361	1001	1373	1335	1310
SLC26A4-AS1	1	2	0	0	0	0	0	0
SLC26A4	4	0	2	1	3	3	3	1
CBLL1	771	743	886	858	464	808	840	807
SLC26A3	0	0	0	0	0	0	0	0
DLD	3314	2447	2801	2900	2596	3066	2588	2417
LAMB1	5337	8371	6540	4795	3893	1696	265	16
LAMB4	7	4	7	5	0	0	0	0
NRCAM	179	225	596	90	122	118	13	21
PNPLA8	1328	940	1032	1072	734	1261	1116	1042
THAP5	610	589	603	531	412	693	563	519
DNAJB9	1096	1396	1443	857	978	1183	761	1003
C7orf66	0	0	0	0	0	0	0	0
EIF3IP1	0	0	0	0	0	0	0	0
IMMP2L	115	113	123	82	167	126	88	94
LRRN3	53	198	196	34	29	28	0	0
DOCK4	5976	2887	3934	4641	1743	5721	6274	6756
ZNF277	650	478	605	667	519	811	582	744
IFRD1	950	720	891	754	585	750	735	708
C7orf53	4	5	9	7	4	4	11	1
TMEM168	846	702	724	875	430	814	784	672
C7orf60	2107	1196	1351	1901	1078	1813	1077	1230
GPR85	783	667	630	518	630	428	474	357
LOC401397	1427	1054	1354	1171	1799	1829	1177	1055
PPP1R3A	0	0	0	0	0	4	0	0
FOXP2	15	53	114	41	23	7	0	2
MIR3666	0	0	0	0	0	0	0	0
MDFIC	1118	745	681	1081	356	471	381	343
TFEC	1817	1131	1450	2145	1080	2685	2661	2784
TES	964	949	823	894	650	274	73	109
CAV2	95	234	211	284	174	55	2	0
CAV1	531	1161	1105	957	1105	263	4	0
MET	41	67	96	39	39	23	1	7
CAPZA2	8485	6018	7301	7913	7112	9941	7783	7898
ST7-AS1	35	56	42	31	40	24	7	17
ST7	783	769	875	934	695	670	697	722
ST7-OT4	1	3	1	1	0	0	5	1
ST7-AS2	2	1	1	0	0	4	0	0
ST7-OT3	1	0	2	0	3	0	0	0
WNT2	82	621	332	231	33	40	24	1
ASZ1	0	0	0	0	0	0	0	0
CFTR	0	0	0	0	0	0	0	0
CTTNBP2	448	250	410	873	151	646	1236	2151
NAA38	990	834	888	927	886	864	784	761
ANKRD7	8	0	1	0	0	0	1	0
KCND2	151	354	249	203	7	18	4	3
TSPAN12	20	48	78	64	36	3	3	3
ING3	413	293	360	433	265	360	377	374
CPED1	763	679	941	1018	388	1340	1564	2726
WNT16	1	5	13	0	0	3	0	0
FAM3C	512	420	502	442	455	463	385	302
PTPRZ1	83	212	932	24	27	25	0	0
AASS	78	173	146	155	31	20	48	46
FEZF1	1	6	2	0	0	1	0	0
FEZF1-AS1	1	4	4	0	2	1	0	0
CADPS2	108	144	98	38	50	55	20	31
RNF133	0	2	0	0	0	0	0	0
RNF148	0	0	0	0	0	0	0	0
TAS2R16	0	0	0	0	0	0	0	0
SLC13A1	0	0	0	0	0	0	0	0
IQUB	9	9	14	3	1	0	2	5
NDUFA5	1157	883	1246	1184	948	1215	1058	1042
ASB15	0	0	0	0	0	0	0	0
LMOD2	0	0	1	3	0	0	0	0
WASL	810	1189	1313	859	419	626	621	699
HYALP1	0	0	0	0	0	0	0	0
HYAL4	0	0	0	0	0	0	0	0
SPAM1	0	0	0	0	0	0	0	0
TMEM229A	0	2	2	0	0	0	0	0
GPR37	60	161	112	35	67	18	6	0
LOC154872	1	1	0	1	0	0	0	0
POT1	573	512	572	599	346	549	549	517
GRM8	6	16	24	4	8	1	0	0
MIR592	0	0	0	0	0	0	0	0
ZNF800	885	578	721	745	409	963	839	828
GCC1	1029	808	860	833	649	981	930	949
ARF5	3124	2725	2807	2593	4224	2420	2674	2590
FSCN3	0	0	2	0	0	0	0	0
PAX4	0	0	0	0	0	0	0	0
SND1	8079	10157	9366	7638	6158	7535	6863	6833
SND1-IT1	1	0	0	1	1	1	1	1
LRRC4	230	369	481	188	186	157	367	239
MIR593	0	0	0	0	0	0	3	0
MIR129-1	0	0	0	0	0	0	0	0
LEP	0	0	0	0	0	0	0	0
MGC27345	180	191	218	182	79	188	173	211
RBM28	515	403	540	681	342	484	499	465
PRRT4	3	29	45	14	2	0	0	0
IMPDH1	3068	2419	2151	2642	1902	1547	2149	2081
HILPDA	146	235	204	170	152	86	102	109
METTL2B	504	460	523	535	312	429	488	435
FLJ45340	312	316	328	544	125	224	520	557
FAM71F2	4	5	4	9	0	1	10	5
FAM71F1	0	4	0	0	0	0	0	0
CALU	14478	16923	16663	14971	7752	9955	8769	10219
OPN1SW	0	0	1	0	2	4	0	0
CCDC136	43	74	113	34	17	7	23	29
FLNC	1181	4678	4807	3635	590	274	58	3
ATP6V1F	5714	4021	4671	5491	6316	6012	6377	7520
LOC100130705	9	14	17	9	13	10	8	7
KCP	100	57	49	100	42	52	128	172
IRF5	2470	1378	1415	2308	2010	1969	2512	2456
TNPO3	2724	2052	2449	2685	1032	2239	2565	2459
TPI1P2	15	31	19	24	11	21	23	8
LOC407835	12	13	10	11	3	12	4	16
TSPAN33	716	555	521	873	690	617	955	1028
SMO	426	1164	1069	494	351	146	20	3
AHCYL2	717	814	830	744	506	816	917	826
STRIP2	53	27	36	65	14	9	10	23
SMKR1	0	2	4	2	2	0	0	0
NRF1	499	354	387	381	336	388	340	410
RNA5SP244	0	0	0	0	0	0	0	0
MIR182	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0
MIR183	0	0	0	0	0	0	0	0
UBE2H	3721	4215	4290	3609	2532	3117	2872	3236
ZC3HC1	344	326	361	328	360	280	277	277
KLHDC10	1238	1288	1451	1502	518	1099	1143	1195
TMEM209	700	792	834	770	433	702	671	726
C7orf45	0	1	1	0	0	0	0	0
CPA2	1	2	8	0	10	0	0	0
CPA4	273	521	365	194	506	95	23	0
CPA5	0	0	0	0	0	0	0	0
CPA1	36	120	56	40	13	4	1	0
CEP41	453	399	459	366	275	317	312	281
MEST	3074	7135	5482	4270	3167	1125	208	53
MESTIT1	8	23	18	9	1	1	1	0
MIR335	0	0	0	0	0	0	0	0
COPG2	531	565	543	578	479	411	362	407
TSGA13	0	0	0	0	0	0	0	0
KLF14	2	17	9	6	6	0	0	0
MIR29A	0	0	0	0	0	0	0	0
MIR29B1	0	0	0	0	0	1	0	0
LOC646329	5	6	4	18	1	1	6	5
FLJ43663	55	28	41	66	66	70	70	113
MKLN1	1604	1409	1770	1933	755	1775	1879	1880
PODXL	132	130	345	197	43	65	57	26
PLXNA4	216	938	975	441	113	198	14	1
FLJ40288	0	0	0	0	0	0	0	0
CHCHD3	1198	1050	1211	1230	1026	1147	1011	1101
EXOC4	2689	2356	2612	2415	1540	2330	2633	2698
LRGUK	3	4	6	3	3	4	4	1
SLC35B4	1426	1037	1387	1536	728	1409	1351	1714
AKR1B1	6264	5619	5690	4310	9062	5886	5641	6004
AKR1B10	11	19	17	19	35	14	1	0
AKR1B15	0	5	0	4	1	3	1	0
BPGM	347	291	332	379	317	264	311	350
CALD1	6100	5363	5416	8726	3307	3005	1711	1589
AGBL3	23	13	11	8	1	3	7	7
TMEM140	350	113	127	220	334	483	529	563
C7orf49	1193	1075	1132	1065	811	1093	1041	1171
WDR91	1335	646	913	1184	775	1563	2224	2620
STRA8	0	0	0	0	0	0	0	0
CNOT4	681	661	741	882	320	656	869	920
NUP205	2484	1893	2141	2563	1052	1716	1635	1693
C7orf73	2165	1850	2104	2363	1863	2114	1968	2060
SLC13A4	1	10	7	1	3	8	0	0
FAM180A	3	3	1	3	2	0	0	0
LUZP6	0	0	0	0	0	0	0	0
MTPN	0	0	0	0	0	0	0	0
CHRM2	0	3	2	5	0	0	0	0
LOC349160	0	0	0	0	0	0	0	0
MIR490	0	0	0	0	0	0	0	0
PTN	997	5553	5846	301	2503	1034	5	2
DGKI	122	110	180	167	51	184	202	187
CREB3L2	5055	5595	5719	5591	1797	5001	5318	5306
LOC100130880	0	0	0	0	0	0	0	0
AKR1D1	1	2	0	5	4	1	0	0
MIR4468	0	0	0	0	0	0	0	0
TRIM24	1415	1231	1360	1658	648	1047	832	987
SVOPL	3	7	5	2	1	0	0	0
ATP6V0A4	0	1	6	0	0	1	0	0
TMEM213	0	0	0	0	0	0	0	0
KIAA1549	227	463	597	446	55	64	18	8
ZC3HAV1L	94	76	90	62	3	37	4	6
ZC3HAV1	2837	2084	2682	3318	1256	2681	2955	3362
TTC26	69	93	104	80	27	39	40	47
UBN2	573	514	637	828	134	771	806	954
LUC7L2	294	229	221	294	124	204	279	303
C7orf55	32	52	62	36	65	41	16	13
C7orf55-LUC7L2	0	0	0	2	0	0	0	0
LOC100129148	33	5	8	5	5	52	8	5
KLRG2	0	0	0	0	0	0	0	0
CLEC2L	3	1	0	0	0	0	0	0
HIPK2	2295	1991	2556	2373	500	1511	1182	1613
TBXAS1	3644	2795	2908	2887	3974	3953	4167	5293
PARP12	3195	1240	1320	2504	1801	1890	2308	2305
JHDM1D	1103	647	819	1276	363	1656	1398	1789
LOC100134229	94	78	108	84	97	83	71	103
SLC37A3	284	642	386	295	202	132	58	15
RAB19	0	0	0	0	0	0	0	0
MKRN1	2912	2317	2525	2629	2423	2627	2573	2919
DENND2A	67	194	255	49	95	35	1	5
ADCK2	1430	805	908	1143	1232	903	937	867
NDUFB2-AS1	46	31	41	39	31	37	34	29
NDUFB2	2054	1873	1903	1617	3568	2102	1271	1219
BRAF	207	180	219	274	70	244	240	306
MRPS33	578	604	672	577	740	504	550	530
TMEM178B	58	105	269	48	29	17	25	5
AGK	541	538	516	612	299	499	521	546
KIAA1147	1221	975	1154	1434	723	1287	1330	1033
FLJ40852	6	4	6	5	6	6	10	3
WEE2	0	0	0	0	0	0	0	0
SSBP1	1581	1500	1764	1369	1772	1433	1133	1042
TAS2R3	0	0	0	0	0	1	0	4
TAS2R4	2	5	2	2	0	1	6	6
TAS2R5	1	1	8	5	0	2	8	3
PRSS37	0	0	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0	0	0
CLEC5A	166	62	103	284	38	80	191	734
TAS2R38	0	0	0	0	0	0	0	0
MGAM	3	0	8	11	5	0	4	10
LOC93432	6	2	2	25	0	5	1	26
MOXD2P	0	0	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0	0	0
LOC730441	0	0	0	0	0	0	0	0
MTRNR2L6	0	0	0	0	0	0	0	0
PRSS1	0	0	1	0	0	0	0	0
PRSS3P2	0	0	0	0	0	0	0	0
PRSS2	0	0	0	0	0	0	0	0
EPHB6	55	88	71	44	74	22	44	29
TRPV6	3	0	1	0	0	0	0	0
TRPV5	0	0	0	0	0	0	0	0
C7orf34	0	0	0	1	1	0	1	0
KEL	5	2	4	1	0	2	0	4
OR9A2	0	0	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0	0	1
PIP	2	0	0	0	0	1	0	0
TAS2R39	0	0	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0	0
GSTK1	2470	2284	1998	2346	2630	1993	2516	2942
TMEM139	0	0	0	0	0	0	0	0
CASP2	911	1002	973	1212	441	626	827	818
CLCN1	2	1	0	0	0	0	0	0
FAM131B	72	261	347	47	112	54	45	12
ZYX	18855	12076	11710	17611	13025	11083	15318	14379
EPHA1	0	4	3	4	0	0	0	0
EPHA1-AS1	2	2	2	0	2	2	0	10
TAS2R60	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0	0	0
CTAGE15P	0	0	0	0	0	0	0	0
FAM115C	24	26	27	29	11	31	14	19
CTAGE6P	0	0	0	0	0	0	0	0
LOC154761	6	4	1	1	5	2	0	1
FAM115A	627	647	671	667	181	348	367	331
OR2F2	0	0	0	0	0	0	0	0
OR2F1	0	0	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0	0	0
OR2A25	0	0	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0	0	0
OR2A2	0	0	0	0	0	0	0	0
OR2A14	0	0	0	0	0	0	0	0
CTAGE4	0	0	0	0	0	0	0	0
ARHGEF35	2	9	1	1	1	0	1	7
RNU6-57	0	0	0	0	0	0	0	0
OR2A42	0	0	0	0	0	0	0	0
OR2A1	0	0	0	0	0	0	0	0
OR2A9P	0	0	0	0	0	0	1	0
OR2A20P	0	0	0	0	0	0	0	0
OR2A7	0	0	0	3	0	0	0	1
LOC728377	4	5	1	0	1	0	3	11
ARHGEF5	40	31	20	36	13	6	21	54
NOBOX	0	0	1	0	0	0	0	0
TPK1	757	567	614	686	576	856	619	636
CNTNAP2	171	396	813	41	140	134	5	0
MIR548AQ	0	0	0	0	0	0	0	0
MIR548I4	0	0	0	0	0	0	0	0
MIR548F4	0	0	0	0	0	0	0	0
MIR548F3	0	0	0	0	0	0	0	0
MIR548T	0	0	0	0	0	0	0	0
C7orf33	0	0	0	0	0	0	0	0
CUL1	2249	1889	2109	2207	1264	1730	1787	2088
EZH2	609	409	544	568	350	188	119	67
PDIA4	9482	11092	10852	7025	8940	7244	5177	5743
ZNF786	187	183	182	167	156	159	192	197
ZNF425	53	93	100	68	31	33	30	50
ZNF398	473	599	705	563	335	623	536	683
ZNF282	772	915	852	797	699	639	754	799
ZNF212	211	267	264	229	311	257	273	215
ZNF783	327	347	328	300	235	204	285	241
LOC155060	27	36	24	31	14	8	39	26
ZNF777	531	589	634	502	353	493	514	490
ZNF746	1118	884	955	981	945	1247	1343	1604
ZNF767	51	72	74	106	23	41	103	106
KRBA1	349	382	358	408	385	312	465	497
ZNF467	479	657	548	677	459	336	582	555
SSPO	15	46	23	32	10	1	6	17
