AST_E3	AST_E3	AST_E3	AST_E4	AST_E4	AST_E4
CTSO	260	314	233	118	234	256
PDGFC	873	969	1027	645	1016	1052
GLRB	52	63	64	43	72	99
GRIA2	0	0	0	0	0	0
LOC340017	0	0	0	0	0	0
FAM198B	1236	450	903	172	336	478
TMEM144	10	11	14	3	11	15
RXFP1	0	1	0	0	2	1
C4orf46	137	198	191	102	168	150
ETFDH	163	176	188	139	234	326
PPID	285	298	333	230	357	488
FNIP2	84	118	117	31	106	124
C4orf45	0	0	0	0	0	0
MIR3688-1	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0
RAPGEF2	377	456	484	219	551	489
FSTL5	7	6	35	49	24	14
NAF1	105	124	135	49	138	134
NPY1R	10	13	30	1	10	9
NPY5R	0	0	2	0	0	0
TKTL2	0	0	0	0	0	0
TMA16	163	147	152	117	161	155
MARCH1	7	6	3	12	13	7
ANP32C	1	0	0	0	0	0
MIR5684	0	0	0	0	0	0
LOC100505989	0	0	0	0	0	0
LOC100506013	0	0	0	0	0	0
TRIM61	3	5	7	0	3	8
FAM218A	1	2	3	5	8	5
TRIM60	0	0	0	0	0	0
TMEM192	151	218	185	92	226	239
KLHL2	192	222	160	115	194	214
GK3P	0	0	0	0	0	0
MSMO1	365	381	406	207	510	478
CPE	415	628	307	250	771	661
MIR578	0	0	0	0	0	0
TLL1	13	31	7	32	25	7
SPOCK3	0	1	1	0	0	3
ANXA10	0	0	0	0	2	0
DDX60	71	109	130	75	132	151
DDX60L	92	112	90	47	78	79
PALLD	8588	9000	10182	4733	10174	9876
CBR4	113	118	153	108	140	164
SH3RF1	980	865	1138	472	1091	762
NEK1	216	259	281	219	314	359
CLCN3	742	1055	850	531	1192	1325
C4orf27	107	123	146	132	142	197
LOC100506085	0	0	0	0	0	0
MFAP3L	43	134	20	11	46	32
AADAT	85	97	60	41	111	103
LOC100506122	0	0	0	0	0	0
GALNTL6	0	0	0	0	0	0
GALNT7	899	1205	739	514	981	1200
HMGB2	356	602	622	284	347	408
SAP30	63	84	97	63	105	118
SCRG1	32	22	17	5	35	31
HAND2	0	2	3	0	8	0
NBLA00301	0	0	0	0	1	0
FBXO8	122	131	140	72	138	171
CEP44	55	75	88	65	64	83
MIR4276	0	0	0	0	0	0
HPGD	15	6	11	22	85	90
GLRA3	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0
GPM6A	13	13	6	5	5	11
WDR17	10	21	9	4	9	14
SPATA4	2	0	0	0	0	1
ASB5	0	0	1	0	0	0
SPCS3	1091	1069	1306	749	1316	1243
VEGFC	340	608	289	239	516	510
NEIL3	25	72	48	40	32	33
AGA	218	260	192	93	240	345
LOC285501	0	0	0	0	0	0
LINC00290	0	0	0	0	0	0
MGC45800	50	147	55	25	82	84
MIR1305	0	0	0	0	0	0
TENM3	1386	3600	1350	670	2086	2527
DCTD	839	825	918	321	937	1006
FAM92A1P2	0	0	0	0	0	0
WWC2-AS2	3	2	7	1	6	2
WWC2	348	525	492	292	513	521
CLDN22	0	0	0	13	0	0
CLDN24	0	0	0	0	0	0
CDKN2AIP	126	129	126	84	151	176
LOC389247	2	0	1	1	2	1
ING2	78	83	108	81	89	125
RWDD4	44	53	86	40	83	68
TRAPPC11	355	497	427	281	480	569
STOX2	22	71	15	16	58	38
ENPP6	0	0	0	0	0	0
LOC728175	1	1	1	1	0	1
IRF2	148	158	170	91	192	233
CASP3	333	337	334	217	363	435
CCDC111	46	50	88	42	65	74
MLF1IP	95	165	182	136	80	115
ACSL1	665	672	517	324	721	844
SLED1	0	0	0	0	0	0
LOC731424	0	0	0	0	0	0
MIR3945	0	0	0	0	0	0
LOC100506229	0	0	0	0	0	0
HELT	0	0	0	0	0	0
SLC25A4	231	189	208	114	255	271
KIAA1430	515	534	622	466	736	859
SNX25	131	114	178	108	163	169
LRP2BP	2	3	0	4	0	1
ANKRD37	13	4	5	11	11	5
UFSP2	285	357	342	239	421	463
C4orf47	1	0	4	1	0	4
CCDC110	4	6	3	2	3	7
PDLIM3	124	43	148	10	16	34
SORBS2	545	439	382	209	789	761
TLR3	49	83	48	36	100	58
FAM149A	44	25	27	8	37	37
FLJ38576	1	2	0	1	0	0
CYP4V2	156	166	208	104	236	302
KLKB1	2	0	0	0	0	3
F11	0	0	0	0	0	0
LOC285441	0	0	0	0	0	2
MTNR1A	1	0	1	0	2	0
FAT1	5115	8700	9135	3348	8519	7062
LOC339975	2	1	3	2	15	7
ZFP42	0	1	0	0	0	0
TRIML2	37	0	0	1	1	0
TRIML1	0	0	0	0	0	0
LOC401164	2	3	2	0	3	4
FRG1	150	146	168	156	194	288
LOC100288255	0	0	0	0	0	0
FRG2	0	0	0	0	0	0
DUX4L4	0	0	0	0	0	0
MGC39584	0	0	0	0	0	0
MAFIP	0	0	0	0	0	0
PLEKHG4B	10	30	7	20	52	73
LRRC14B	0	0	0	0	0	0
CCDC127	199	196	202	95	243	294
SDHA	707	665	698	277	747	779
PDCD6	363	368	378	152	448	498
AHRR	34	65	37	11	127	32
C5orf55	15	19	8	5	17	18
EXOC3	527	580	507	153	641	563
PP7080	76	97	69	23	68	80
SLC9A3	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0
CEP72	20	42	35	3	18	21
TPPP	2	7	1	0	3	4
ZDHHC11	1	3	3	1	4	5
BRD9	366	341	400	112	373	355
TRIP13	141	208	291	88	176	160
LOC100506688	1	0	0	0	0	0
NKD2	1	2	13	0	1	0
SLC12A7	273	364	261	57	300	292
MIR4635	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A18	0	0	0	0	0	0
TERT	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0
CLPTM1L	952	1037	986	338	1277	1223
SLC6A3	0	1	1	0	0	0
LPCAT1	627	906	821	249	955	962
SDHAP3	8	11	5	2	8	12
LOC728613	10	16	26	3	6	11
MIR4277	0	0	0	0	0	0
MRPL36	85	87	97	22	109	84
NDUFS6	566	501	468	192	505	488
IRX4	0	0	0	0	0	0
IRX2	36	36	50	10	18	29
C5orf38	12	12	12	1	2	7
LOC285577	1	0	0	0	0	0
IRX1	30	50	32	6	18	13
LOC340094	0	0	0	0	0	0
ADAMTS16	2	5	0	0	1	0
KIAA0947	415	673	628	435	840	841
FLJ33360	0	0	0	0	0	0
MED10	158	154	187	78	187	193
UBE2QL1	0	2	0	0	0	0
LOC255167	2	1	1	0	2	1
NSUN2	474	536	540	256	611	566
SRD5A1	152	155	128	69	205	169
PAPD7	208	235	268	103	257	299
MIR4278	0	0	0	0	0	0
MIR4454	0	0	0	0	0	0
LOC442132	0	0	0	0	0	0
ADCY2	1	2	2	0	8	6
C5orf49	4	1	4	0	1	1
FASTKD3	29	42	41	17	54	50
MTRR	118	177	201	105	275	256
LOC729506	0	0	0	0	0	0
LOC100505738	0	0	0	0	0	0
MIR4458	0	0	0	0	0	0
SEMA5A	1314	2726	915	503	1656	1604
MIR4636	0	0	0	0	0	0
LOC100505806	144	121	115	20	145	112
SNORD123	1	0	0	0	0	0
TAS2R1	1	0	0	0	0	0
LOC285692	0	0	0	0	1	0
FAM173B	86	112	95	68	111	145
CCT5	1858	2126	2099	1114	2385	2680
CMBL	616	660	451	197	823	880
MARCH6	1167	1813	1315	662	1909	2099
ROPN1L	2	0	2	0	2	1
ANKRD33B	89	139	69	37	165	117
DAP	1827	1802	1664	509	2130	1798
CTNND2	16	27	3	7	30	30
CT49	0	0	0	0	0	0
DNAH5	7	7	5	9	12	8
TRIO	1406	1757	1870	546	2207	1750
FAM105A	3	14	15	9	18	10
FAM105B	238	286	296	149	319	364
ANKH	534	548	3307	534	1077	973
LOC100130744	22	16	15	11	14	23
MIR4637	0	0	0	0	0	0
FBXL7	259	293	332	92	351	343
MARCH11	0	0	0	0	0	0
ZNF622	378	334	296	141	353	390
FAM134B	26	55	16	23	41	45
MYO10	570	761	708	374	1044	915
LOC285696	1	4	1	0	2	0
BASP1	1289	940	612	278	1228	739
LOC401177	0	0	0	0	0	0
CDH18	0	1	1	1	4	1
GUSBP1	4	8	7	1	3	6
CDH12	0	0	4	0	2	0
PMCHL1	0	0	0	0	0	0
PRDM9	0	0	0	0	0	0
CDH10	34	57	46	13	88	38
LOC340107	0	0	0	0	0	0
CDH9	0	0	0	0	0	0
LOC643401	3	3	0	0	0	0
LSP1P3	0	0	0	0	0	0
CDH6	1191	1752	540	485	2901	1350
DROSHA	607	744	670	375	811	871
C5orf22	197	242	239	125	232	262
PDZD2	64	148	68	21	102	104
MIR4279	0	0	0	0	0	0
GOLPH3	1079	1113	1177	585	1410	1617
MTMR12	303	479	382	215	543	599
ZFR	1179	1556	1496	963	1918	2095
SUB1	841	830	968	784	993	1246
NPR3	219	124	1955	358	598	464
LOC340113	0	0	0	0	0	0
TARS	2204	2304	1838	976	1917	2167
ADAMTS12	129	96	92	37	187	55
RXFP3	0	0	0	0	0	0
SLC45A2	0	0	0	0	0	1
AMACR	16	17	12	6	15	19
C1QTNF3-AMACR	1	0	0	0	0	0
C1QTNF3	1	3	1	1	1	4
RAI14	2156	1937	2403	1157	2165	1803
TTC23L	1	1	0	0	0	0
RAD1	139	198	192	99	228	222
BRIX1	203	187	215	149	235	289
DNAJC21	436	535	495	454	625	764
AGXT2	0	0	0	0	0	0
PRLR	46	138	37	99	129	319
SPEF2	14	17	28	10	6	22
IL7R	244	1002	240	78	199	236
CAPSL	0	1	0	0	0	0
UGT3A1	0	0	0	0	0	0
UGT3A2	0	0	0	0	0	0
LMBRD2	76	109	106	75	124	125
MIR580	0	0	0	0	0	0
SKP2	180	216	241	108	227	239
NADKD1	264	275	218	162	316	355
RANBP3L	29	90	4	7	26	21
SLC1A3	471	966	71	55	341	325
LOC646719	84	122	111	92	145	152
NIPBL	579	955	825	668	971	1117
C5orf42	194	365	253	210	379	367
NUP155	312	465	412	216	441	482
WDR70	180	232	206	92	248	281
GDNF	2	3	0	0	1	0
EGFLAM	4	3	7	0	0	1
EGFLAM-AS4	0	0	0	0	0	0
LIFR	632	1508	1222	420	1185	1057
MIR3650	0	0	0	0	0	0
OSMR	1318	2252	2146	773	2249	2184
RICTOR	241	360	365	308	432	424
FYB	0	0	0	0	0	0
C9	0	0	0	0	0	0
DAB2	1155	948	1256	411	1256	937
PTGER4	480	625	624	225	968	816
TTC33	83	119	113	101	144	142
PRKAA1	566	735	858	679	1080	1091
LOC100506548	300	339	239	152	387	420
RPL37	3620	3229	3261	992	3973	3783
SNORD72	0	0	0	0	0	0
CARD6	22	32	47	28	81	108
C7	110	39	260	69	749	1906
MROH2B	0	0	0	0	0	0
C6	3	2	10	4	9	34
PLCXD3	0	19	5	6	7	19
OXCT1	535	614	646	436	779	891
C5orf51	414	638	548	338	679	736
FBXO4	35	40	27	19	25	44
GHR	27	67	13	6	21	20
CCDC152	34	25	18	21	30	32
SEPP1	189	719	33	8	8	35
LOC648987	25	39	43	6	38	31
ANXA2R	10	12	24	4	25	16
LOC153684	7	14	32	5	24	11
LOC100132356	1	1	2	4	0	2
ZNF131	168	215	195	116	244	312
NIM1	12	22	12	6	50	41
HMGCS1	300	339	340	210	362	352
CCL28	2	1	0	0	0	0
C5orf28	100	89	112	69	115	141
C5orf34	21	26	37	21	30	36
PAIP1	268	250	229	181	297	359
LOC100652772	65	71	60	41	126	132
NNT	732	877	848	506	1204	1241
FGF10	1	1	1	0	1	0
MRPS30	160	227	181	111	261	253
HCN1	1	7	2	1	1	1
EMB	175	282	198	186	309	389
PARP8	93	159	157	101	177	281
LOC642366	0	1	4	0	0	0
ISL1	1	7	13	1	0	0
PELO	309	241	288	82	355	295
ITGA1	391	128	323	140	454	394
ITGA2	39	122	121	58	105	84
MOCS2	265	241	287	195	329	300
LOC257396	9	8	16	5	25	18
FST	57	81	73	10	40	29
NDUFS4	250	217	255	114	252	285
ARL15	101	90	72	51	80	69
MIR581	0	0	0	0	0	0
HSPB3	0	1	0	0	0	0
SNX18	573	642	501	179	399	476
ESM1	50	56	21	23	10	28
GZMK	1	0	1	0	0	0
GZMA	3	13	0	0	0	0
CDC20B	0	0	0	0	0	0
GPX8	2257	1951	2069	1149	2441	2319
MIR449A	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0
MCIN	0	0	0	0	1	0
CCNO	0	0	0	0	0	2
DHX29	460	538	603	456	728	874
SKIV2L2	610	724	738	612	827	1106
PPAP2A	335	206	370	197	572	980
MIR5687	0	0	0	0	0	0
RNF138P1	0	0	0	1	1	1
SLC38A9	104	110	98	76	149	147
DDX4	0	0	0	0	0	0
IL31RA	6	17	24	7	27	20
IL6ST	3100	3837	3754	2984	6099	6032
ANKRD55	0	0	0	0	0	1
MAP3K1	82	147	76	76	109	127
SETD9	45	49	40	30	36	47
MIER3	188	298	207	174	286	333
GPBP1	464	523	492	333	620	711
ACTBL2	3	1	3	1	0	0
PLK2	919	375	572	221	680	311
GAPT	0	0	0	0	0	0
RAB3C	0	0	0	0	0	0
PDE4D	260	507	393	254	442	454
PART1	1	3	7	0	0	0
DEPDC1B	24	65	60	22	42	37
ELOVL7	0	5	0	4	9	6
ERCC8	62	68	72	36	79	80
NDUFAF2	92	58	93	62	126	157
SMIM15	435	475	554	334	535	657
ZSWIM6	205	256	229	128	244	210
C5orf64	0	0	0	0	0	0
KIF2A	450	633	621	426	635	742
DIMT1	140	146	226	142	192	206
IPO11	147	202	154	118	194	241
LRRC70	1	0	0	0	0	2
IPO11-LRRC70	0	0	0	0	0	0
HTR1A	0	0	0	0	0	0
RNF180	6	26	10	10	13	15
RGS7BP	3	1	4	0	0	0
FAM159B	1	1	0	1	0	0
SREK1IP1	228	223	281	161	292	348
CWC27	291	289	264	195	277	420
ADAMTS6	47	89	110	37	83	65
CENPK	62	64	100	102	69	75
PPWD1	157	140	183	153	211	306
TRIM23	156	176	167	153	223	211
TRAPPC13	119	139	145	108	139	156
SGTB	198	297	183	209	300	333
NLN	464	740	545	303	671	716
ERBB2IP	916	1670	1104	882	1501	1641
LOC100303749	0	0	0	1	0	0
SREK1	428	492	484	319	530	580
MAST4	253	313	520	155	493	420
CD180	0	3	6	1	8	16
PIK3R1	2906	4744	5308	2917	5592	8228
SLC30A5	455	475	508	315	657	740
CCNB1	404	679	831	373	449	414
CENPH	71	89	114	67	79	65
MRPS36	87	88	117	52	95	158
CDK7	133	134	145	93	162	172
CCDC125	67	73	68	47	66	100
TAF9	437	461	419	287	537	610
RAD17	201	211	170	178	265	261
MARVELD2	18	31	14	10	21	24
OCLN	1	7	2	2	3	4
GTF2H2C	0	0	0	0	0	0
GTF2H2D	1	0	1	0	0	0
LOC100272216	0	0	1	0	0	0
GUSBP3	0	0	0	0	0	0
SERF1A	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0
SMN2	0	0	0	0	0	0
SMN1	0	0	0	0	0	0
SMA4	1	5	2	3	5	5
GTF2H2B	7	1	6	0	2	1
SMA5	2	2	0	1	0	0
LOC441081	0	0	0	0	2	1
GUSBP9	0	0	0	0	0	0
NAIP	0	1	2	0	0	2
GTF2H2	8	9	10	0	0	1
LOC647859	0	0	0	0	0	0
PMCHL2	0	0	0	0	0	0
BDP1	266	541	503	458	599	726
MCCC2	349	594	409	203	586	644
CARTPT	0	0	0	0	0	0
MAP1B	4017	7190	5050	3153	6544	5693
MIR4803	0	0	0	0	0	0
MRPS27	534	605	601	227	726	729
PTCD2	74	90	83	53	97	86
ZNF366	0	0	1	0	0	0
TNPO1	1873	2518	2651	1728	3327	3358
MIR4804	0	0	0	0	0	0
FCHO2	137	146	240	142	217	207
TMEM171	19	12	57	3	24	11
TMEM174	0	0	0	0	0	0
FOXD1	50	57	15	6	18	22
BTF3	1482	1325	1400	1343	1955	2333
ANKRA2	90	99	101	41	118	136
UTP15	180	218	195	131	196	254
ARHGEF28	287	262	382	230	521	466
ENC1	1329	2863	902	312	1129	1082
HEXB	913	1028	1342	509	1238	1490
GFM2	204	355	264	150	373	335
NSA2	358	371	395	308	465	589
FAM169A	46	91	29	60	64	53
GCNT4	1	18	2	1	4	1
ANKRD31	4	2	1	4	3	2
HMGCR	362	440	495	215	430	479
COL4A3BP	259	318	400	267	482	571
POLK	220	244	338	255	371	408
ANKDD1B	0	0	4	0	0	3
POC5	47	59	75	32	72	63
SV2C	0	0	0	0	0	0
IQGAP2	38	32	64	90	123	62
F2RL2	581	487	294	449	1098	377
NCRUPAR	0	0	0	0	0	0
F2R	3441	4077	4129	1248	4048	2447
F2RL1	357	367	163	68	312	259
S100Z	1	1	0	1	1	1
CRHBP	137	59	123	43	108	49
AGGF1	343	403	390	282	405	516
ZBED3	21	41	29	9	30	18
SNORA47	0	0	0	0	0	0
ZBED3-AS1	4	0	2	0	5	2
PDE8B	5	7	28	11	9	10
WDR41	510	660	683	368	699	692
OTP	0	0	1	0	0	0
TBCA	287	343	337	304	487	559
AP3B1	885	975	977	667	1309	1337
SCAMP1	361	467	427	331	536	635
LHFPL2	523	410	637	290	598	714
ARSB	734	734	761	214	965	740
DMGDH	0	1	0	4	0	5
BHMT2	0	0	0	0	0	0
BHMT	0	0	0	0	0	0
JMY	200	337	206	180	339	397
HOMER1	70	139	119	55	99	123
PAPD4	266	346	275	173	361	373
CMYA5	6	13	25	11	9	28
MTX3	179	249	273	192	283	310
THBS4	3	2	3	2	16	8
SERINC5	647	1788	270	124	355	380
LOC644936	0	5	3	1	1	0
SPZ1	0	0	0	0	0	0
CRSP8P	2	1	0	0	1	0
ZFYVE16	283	414	460	377	510	624
FAM151B	14	6	16	7	27	13
ANKRD34B	0	0	0	0	0	0
DHFR	25	29	38	30	31	40
MTRNR2L2	1	0	0	0	0	1
MSH3	196	283	241	180	297	281
RASGRF2	152	412	87	9	40	37
RNU5E-1	0	0	0	0	0	0
RNU5D-1	0	0	0	0	0	0
CKMT2	1	5	0	0	0	0
LOC100131067	22	28	27	7	32	41
ZCCHC9	103	73	137	90	103	185
ACOT12	0	0	0	0	1	0
SSBP2	386	466	354	193	545	686
ATG10	41	43	36	26	64	73
RPS23	2786	3101	2927	1148	2708	3033
ATP6AP1L	3	4	3	5	5	8
MIR3977	0	0	0	0	0	0
TMEM167A	621	696	755	530	926	975
SCARNA18	0	0	0	0	0	0
XRCC4	37	39	38	43	49	61
VCAN	8261	13570	6564	5864	11197	8327
HAPLN1	355	1146	133	88	201	182
EDIL3	1435	2932	1507	702	1811	1559
NBPF22P	0	0	0	0	0	0
COX7C	700	806	825	447	1104	1139
MIR3607	1	0	0	0	0	0
MIR4280	0	0	0	0	0	0
RASA1	422	509	530	454	638	707
CCNH	187	268	213	114	283	267
TMEM161B	47	44	40	31	51	65
TMEM161B-AS1	4	6	5	4	7	5
LINC00461	2	5	9	2	11	11
MIR9-2	0	0	0	0	0	0
MEF2C	72	130	86	39	155	135
MIR3660	0	0	0	0	0	0
CETN3	65	79	105	86	101	161
MBLAC2	93	78	103	79	113	83
POLR3G	29	20	15	36	20	23
LYSMD3	301	320	340	236	369	463
GPR98	13	14	19	6	18	30
ARRDC3	618	759	686	465	830	815
ARRDC3-AS1	0	5	2	0	1	0
FLJ42709	197	208	252	131	300	339
NR2F1	1762	1812	2108	356	2026	1718
MIR548AO	0	0	1	0	3	0
FAM172A	283	362	315	245	445	416
MIR2277	0	0	0	0	0	0
POU5F2	0	0	0	0	0	0
KIAA0825	33	47	40	37	63	75
ANKRD32	49	71	66	68	70	72
MCTP1	18	18	18	23	33	40
FAM81B	0	0	0	0	0	0
TTC37	999	1249	1236	829	1534	1612
ARSK	164	124	223	133	224	257
GPR150	0	2	1	0	0	0
RFESD	6	1	6	6	7	5
SPATA9	4	0	4	0	2	7
RHOBTB3	1559	1206	1858	1188	1718	2317
GLRX	280	218	312	123	291	305
C5orf27	0	0	0	0	0	1
ELL2	372	467	383	215	455	415
MIR583	0	0	0	0	0	0
PCSK1	2	5	15	0	6	9
CAST	2090	2468	2475	2017	3392	3685
ERAP1	512	718	577	417	733	852
ERAP2	655	753	463	18	53	63
LNPEP	152	352	270	129	290	316
LIX1	13	13	3	5	1	4
RIOK2	240	239	219	187	254	345
RGMB	676	484	991	235	730	614
FLJ35946	1	1	3	7	3	4
CHD1	323	509	465	384	563	718
LOC100289230	2	1	5	5	1	1
LOC100133050	0	0	2	0	1	0
FAM174A	98	117	113	39	101	122
ST8SIA4	166	360	535	82	166	240
SLCO4C1	3	8	3	0	1	5
SLCO6A1	1	0	1	0	1	0
PAM	2091	2625	2856	1182	3028	3850
GIN1	37	38	54	28	53	53
PPIP5K2	333	505	475	363	577	611
C5orf30	78	72	103	34	123	97
NUDT12	101	166	144	100	158	173
RAB9BP1	0	0	0	0	0	0
EFNA5	233	169	397	97	329	291
FBXL17	208	226	247	130	293	320
HP07349	2	4	3	0	1	1
FER	48	99	95	54	126	100
PJA2	1405	1839	1895	1205	2025	2272
MAN2A1	901	1278	850	617	1493	1600
LOC100289673	0	0	0	0	0	0
TMEM232	4	9	3	6	7	7
SLC25A46	299	353	310	220	398	408
TSLP	10	7	5	8	25	29
WDR36	357	558	558	365	615	657
CAMK4	6	16	34	6	24	21
STARD4	121	57	154	82	125	104
STARD4-AS1	0	0	0	20	0	0
NREP	1521	697	997	483	920	692
NREP-AS1	0	0	0	0	0	0
EPB41L4A-AS1	33	50	43	8	53	51
SNORA13	1	1	0	0	0	2
EPB41L4A	6	5	4	9	17	20
FLJ11235	0	2	0	0	1	1
APC	407	697	536	376	697	665
SRP19	193	192	216	208	337	375
REEP5	1101	1168	1454	1187	1938	2060
DCP2	290	431	381	220	341	438
MCC	319	483	466	184	545	470
TSSK1B	0	1	0	0	0	1
YTHDC2	213	343	323	234	395	411
KCNN2	0	0	0	0	3	0
TRIM36	37	61	45	24	60	30
PGGT1B	95	120	97	65	95	127
CCDC112	79	103	102	111	86	105
FEM1C	369	386	379	266	458	467
TMED7-TICAM2	0	0	0	0	0	0
TICAM2	0	0	0	0	0	1
TMED7	910	1001	1079	1019	1364	1323
CDO1	75	82	73	46	78	88
ATG12	371	349	366	245	429	420
AP3S1	447	396	427	331	481	567
AQPEP	0	1	1	1	1	1
ARL14EPL	0	0	0	0	0	0
COMMD10	120	125	122	76	108	110
SEMA6A	136	309	41	9	103	69
LOC728342	0	0	0	0	0	0
DTWD2	57	81	63	51	98	93
DMXL1	263	445	408	319	504	529
TNFAIP8	54	56	43	30	60	71
HSD17B4	752	852	766	536	1030	1310
FAM170A	0	0	0	0	0	1
PRR16	89	194	135	121	224	207
FTMT	0	0	0	0	0	0
SRFBP1	91	135	123	153	147	158
LOX	6859	7623	4346	4120	9935	7121
ZNF474	0	1	0	0	1	0
LOC100505841	0	0	0	0	0	0
SNCAIP	142	20	3	10	25	22
MGC32805	0	0	0	0	0	0
SNX2	412	444	406	339	486	585
SNX24	97	102	81	67	135	123
PPIC	502	266	299	135	437	483
PRDM6	1	0	0	0	1	1
CEP120	197	266	216	153	231	267
CSNK1G3	408	476	422	380	526	635
ZNF608	479	676	488	276	639	694
GRAMD3	202	345	189	99	254	209
ALDH7A1	404	525	339	155	410	500
PHAX	442	451	463	387	536	607
C5orf48	0	2	1	0	0	0
LMNB1	431	671	826	343	464	529
MARCH3	36	9	32	21	56	29
C5orf63	9	14	22	2	18	14
MEGF10	113	95	110	87	245	154
PRRC1	1010	1124	1329	704	1598	1510
CTXN3	0	1	0	0	0	0
FLJ33630	62	50	44	38	65	90
SLC12A2	407	498	694	343	655	793
FBN2	5473	1094	8707	4702	9622	6483
SLC27A6	0	1	1	4	2	8
ISOC1	91	112	134	58	144	207
MIR4633	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0
ADAMTS19	2	3	2	2	6	3
KIAA1024L	0	0	0	0	0	0
CHSY3	192	170	77	75	284	147
HINT1	1277	1540	1368	622	1933	2180
LYRM7	132	153	162	127	184	214
CDC42SE2	323	364	368	243	456	482
RAPGEF6	86	164	199	89	182	217
FNIP1	251	331	312	221	339	437
ACSL6	0	0	0	0	0	0
IL3	0	0	0	0	0	0
CSF2	0	0	0	0	1	1
P4HA2	1561	1308	1083	336	1424	1343
PDLIM4	567	500	403	51	484	372
SLC22A4	30	37	38	8	46	24
LOC553103	1	1	1	1	0	1
MIR3936	0	0	0	0	0	0
SLC22A5	50	98	60	16	90	91
C5orf56	4	13	8	1	14	9
IRF1	152	172	122	38	185	187
IL5	0	0	0	0	0	0
RAD50	617	796	681	624	787	1035
IL13	0	0	0	0	0	0
IL4	0	0	0	0	0	0
KIF3A	119	211	174	124	195	187
CCNI2	0	5	2	1	0	1
SEPT8	674	778	746	255	908	805
SOWAHA	0	1	0	0	0	1
SHROOM1	61	58	53	11	55	57
GDF9	0	1	1	0	1	1
UQCRQ	489	579	583	193	786	924
LEAP2	0	1	0	0	0	0
AFF4	1492	2864	2196	1438	2899	2618
ZCCHC10	86	72	69	65	99	113
HSPA4	1674	1940	1887	1430	2103	2376
FSTL4	0	1	1	1	3	0
MIR1289-2	0	0	0	0	0	0
C5orf15	865	995	960	582	1071	1128
VDAC1	1041	986	1122	615	1463	1430
TCF7	26	39	28	9	28	28
SKP1	1564	1689	1634	980	2162	2327
PPP2CA	1217	1376	1308	833	1469	1722
MIR3661	1	0	0	36	0	1
CDKL3	9	11	14	17	16	23
UBE2B	354	350	379	270	370	476
CDKN2AIPNL	197	169	198	61	149	166
PHF15	741	962	887	227	998	968
SAR1B	467	524	564	345	636	715
SEC24A	441	626	653	499	857	798
CAMLG	330	293	301	164	350	337
DDX46	461	497	558	366	600	724
C5orf24	746	1127	1005	791	1306	1290
TXNDC15	650	656	729	364	865	875
PCBD2	45	65	58	13	57	72
MIR4461	0	0	1	0	0	0
CATSPER3	1	2	2	0	4	8
PITX1	1	0	2	0	6	8
LOC340073	0	0	0	0	0	0
H2AFY	821	905	845	386	1123	1010
C5orf20	0	0	0	0	0	0
TIFAB	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0
CXCL14	48	28	32	4	2	6
LOC340074	0	0	0	0	0	0
SLC25A48	0	0	0	0	0	0
IL9	0	0	0	0	0	0
FBXL21	0	2	0	0	2	0
LECT2	2	0	0	0	0	0
TGFBI	25849	30108	10467	3616	17629	9760
VTRNA2-1	0	0	0	0	0	0
SMAD5-AS1	4	0	3	0	0	1
SMAD5	671	802	846	492	874	959
LOC389332	0	0	0	0	1	0
TRPC7	0	0	0	0	0	0
SPOCK1	548	541	354	471	1234	581
KLHL3	40	53	46	19	46	38
MIR874	0	0	0	0	0	0
HNRNPA0	1223	1120	1017	323	1121	1037
NPY6R	0	0	0	0	0	0
MYOT	0	0	0	0	0	0
PKD2L2	0	0	0	20	1	0
FAM13B	223	347	281	149	297	379
WNT8A	0	0	0	0	0	0
NME5	11	8	15	15	19	15
BRD8	257	355	343	137	326	381
KIF20A	242	461	625	253	323	355
CDC23	288	341	359	132	394	378
GFRA3	1	2	1	0	1	1
CDC25C	28	47	65	30	47	26
FAM53C	384	407	372	110	408	367
KDM3B	838	1098	869	356	1109	1071
REEP2	279	298	155	41	271	211
EGR1	127	98	342	91	308	247
ETF1	889	1098	1004	728	1231	1333
HSPA9	1559	1780	1577	1054	2110	2838
SNORD63	0	0	0	0	0	0
CTNNA1	4355	5333	4877	1973	5565	5592
LRRTM2	35	81	44	16	39	37
SIL1	641	569	509	111	516	529
SNHG4	6	2	2	0	4	6
MATR3	2490	3278	3002	2204	3655	4845
SNORA74A	0	0	0	0	0	0
PAIP2	240	285	286	169	287	396
SLC23A1	0	0	0	0	0	0
MZB1	0	0	0	0	0	0
PROB1	7	4	10	2	4	3
SPATA24	8	10	9	4	10	6
DNAJC18	173	253	172	79	233	215
ECSCR	4	0	3	0	2	4
TMEM173	424	451	638	116	855	898
UBE2D2	787	794	773	429	934	989
CXXC5	337	418	328	56	536	345
